Name0,Desc1,Desc2,Name1,HEX,R,G,B,Hue,Sat,Lum
green,medium light yellow-green,Very soft yellow,SunnyLime,#E2EE83,226,238,131,67,75.9,72.4
green,medium light yellow-green,Soft yellow,LightBahia,#D6E94B,214,233,75,67,78.2,60.4
green,yellow-green,Bright yellow,LightLimerick,#D2E543,210,229,67,67,75.7,58.0
green,yellow-green,Soft yellow,LightCitrus,#D4E646,212,230,70,67,76.2,58.8
grey,medium dark yellow-green,Very dark desaturated yellow,Soldier Green,#545a2c,84,90,44,67,34.3,26.3
green,yellow-green,Pure (or mostly pure) yellow,Chartreuse (traditional),#DFFF00,223,255,0,68,100.0,50.0
green,yellow-green,Dark moderate yellow,Pomelo,#96a53c,150,165,60,68,46.7,44.1
green,yellow-green,Moderate yellow,Margarita,#b0c24a,176,194,74,69,49.6,52.5
grey,dark yellow-green,Very dark yellow [Olive tone],Army green,#4B5320,75,83,32,69,44.3,22.5
green,yellow-green,Strong yellow,LimePunch,#BFD833,191,216,51,69,67.9,52.4
grey,dark yellow-green,Very dark grayish yellow,Black olive,#3B3C36,59,60,54,70,5.3,22.4
green,yellow-green,Moderate yellow,BrilliantYellowGreen,#BDD741,189,215,65,70,65.2,54.9
green,yellow-green,Vivid yellow,LasPalmas,#C6E610,193,230,16,70,87.0,48.2
green,very light yellow-green,Very soft yellow,LightMindaro,#F3FDC6,243,253,198,71,93.2,88.4
white,very light yellow-green,Very pale (mostly white) yellow,Milk,#fdfff5,253,255,245,71,100.0,98.0
green,yellow-green,Pure (or mostly pure) yellow,"Fluorescent yellow,Electric lime",#CCFF00,204,255,0,72,100.0,50.0
green,medium dark yellow-green,Strong yellow,Limerick,#9DC209,157,194,9,72,91.1,39.8
green,yellow-green,Vivid yellow,Arctic lime,#D0FF14,208,255,20,72,100.0,53.9
green,yellow-green,Pure (or mostly pure) yellow,Volt,#CEFF00,206,255,0,72,100.0,50.0
green,light yellow-green,Soft yellow,Mindaro,#E3F988,227,249,136,72,90.4,75.5
white,very light yellow-green,Very pale yellow,Pomelo White,#f9ffe3,249,255,227,72,100.0,94.5
green,medium light yellow-green,Very soft yellow,ShadowLime,#D4E29B,212,226,155,72,55.0,74.7
green,yellow-green,Strong yellow,Citrus,#A1C50A,161,197,10,72,90.3,40.6
green,yellow-green,Strong yellow,Bahia,#A5CB0C,165,203,12,72,88.8,42.2
green,yellow-green,Slightly desaturated yellow,Middle green yellow,#ACBF60,172,191,96,72,42.6,56.3
grey,medium dark yellow-green,Very dark grayish yellow,Blue Black Crayfish (Aoni),#52593b,82,89,59,73,20.3,29.0
green,yellow-green,Pure (or mostly pure) yellow,FluorescentLime,#C7FF00,199,255,0,73,100.0,50.0
green,medium light yellow-green,Very soft yellow,Medium spring bud,#c9dc87,201,220,135,73,54.8,69.6
green,medium light yellow-green,Very soft yellow,MediumSpringBud,#C9DC89,202,220,137,73,54.2,70.0
green,yellow-green,Strong yellow,Vivid lime green,#a6d608,166,214,8,73,92.8,43.5
green,yellow-green,Soft yellow,June bud,#BDDA57,189,218,87,73,63.9,59.8
green,yellow-green,Strong yellow,MediumLimeGreen,#A1C42C,161,196,44,74,63.3,47.1
green,medium dark yellow-green,Strong yellow,Apple green,#8DB600,141,182,0,74,100.0,35.7
green,yellow-green,Moderate yellow,Android Green,#A4C639,164,198,57,74,55.3,50.0
green,medium dark yellow-green,Dark moderate green,Siskin sprout yellow (Hiwamoegi),#7a942e,122,148,46,75,52.6,38.0
green,yellow-green,Pure (or mostly pure) green,"Bitter Lime,Lemon lime",#BFFF00,191,255,0,75,100.0,50.0
grey,medium light yellow-green,Grayish green,Taubmans Upton Court,#ACB78E,172,183,142,76,22.2,63.7
grey,yellow-green,Dark grayish green,Artichoke,#8F9779,143,151,121,76,12.6,53.3
green,yellow-green,Bright green,FrenchChartreuse,#C2F732,194,247,50,76,92.5,58.2
grey,dark yellow-green,Very dark grayish green,Storeroom brown (Onandocha),#3d4035,61,64,53,76,9.4,22.9
grey,yellow-green,Mostly desaturated dark green,Willow dye (Yanagizome),#8c9e5e,140,158,94,76,25.4,49.4
grey,dark yellow-green,Very dark desaturated green,Pine needle color (Matsuba-iro),#454d32,69,77,50,77,21.3,24.9
green,medium light yellow-green,Very soft yellow,Lime pulp,#D1E189,200,225,137,77,59.5,71.0
grey,medium dark yellow-green,Very dark grayish green,Old bamboo color (Oitake-iro),#5e644f,94,100,79,77,11.7,35.1
green,medium light yellow-green,Soft green,LightLima,#BBE261,187,226,97,78,69.0,63.3
green,yellow-green,Strong green,Dark lemon lime,#8bbe1b,139,190,27,78,75.1,42.5
grey,light yellow-green,Light grayish green,Gin,#d8e4bc,216,228,188,78,42.6,81.6
green,medium light green,Soft green,Inchworm,#B2EC5D,178,236,53,79,79.0,64.5
green,medium light yellow-green,Very soft green,Yellow-green (Crayola),#C5E384,197,227,132,79,62.9,70.4
green,medium dark yellow-green,Strong green,Microsoft green,#7db700,125,183,0,79,100.0,35.9
green,green,Pure (or mostly pure) green,Spring bud,#A7FC00,167,252,0,80,100.0,49.4
green,green,Strong green,OliveDrab,#6BBE23,107,142,35,80,68.9,44.1
green,medium dark yellow-green,Dark green,Olivedrab,#6B8E23,107,142,35,80,60.5,34.7
green,medium dark yellow-green,Very dark green,Dark moss green,#4A5D23,74,93,35,80,45.3,25.1
grey,light green,Light grayish green,LimeCream,#DDECC0,221,236,192,80,53.7,83.9
green,yellow-green,Strong green,Yellowgreen,#9ACD32,154,205,50,80,60.8,50.0
green,yellow-green,Strong green,Sheen green,#8FD400,143,212,0,80,100.0,41.6
green,medium dark green,Dark green,Avocado,#568203,86,130,3,81,95.5,26.1
green,medium dark green,Very dark desaturated green,Darkolivegreen,#556B2F,85,107,47,82,39.0,30.2
green,green,Dark moderate green,Pale young green onion (Usumoegi),#8db255,141,178,85,83,37.7,51.6
green,green,Pure (or mostly pure) green,Mango green,#96ff00,150,255,0,84,100.0,50.0
green,green,Vivid green,Greenyellow,#ADFF2F,173,255,47,84,100.0,59.2
grey,medium dark green,Very dark grayish green,Rifle green,#444C38,68,76,56,84,15.2,25.9
green,green,Bright green,Green Lizard,#A7F432,167,244,50,84,89.8,57.6
grey,very light green,Light grayish green,Chinese white,#e2e5de,226,229,222,85,11.9,88.4
black,dark  green,Very dark (mostly black) green,Pine tree,#2A2F23,42,47,35,85,14.6,16.1
grey,green,Dark grayish green,Pale blue (Usuao),#8c9c76,140,156,118,85,16.1,53.7
green,medium dark green,Very dark green,Green Cola,#4c721d,76,114,29,86,59.4,28.0
green,green,Strong green,Lima,#76BD17,118,189,23,86,78.3,41.6
green,medium light green,Slightly desaturated green,JadeLime,#A5CA77,165,202,119,87,43.9,62.9
green,green,Slightly desaturated green,Olivine,#9AB973,154,185,115,87,33.3,58.8
green,green,Dark moderate green,Palm Leaf,#6f9940,111,153,64,88,41.0,42.5
green,medium light green,Bright green,French lime,#9EFD38,158,253,56,89,98.0,60.6
green,green,Pure (or mostly pure) green,Chartreuse,#7FFF00,127,255,0,90,100.0,50.0
green,medium dark green,Dark moderate green,Maximum green,#5E8C31,94,140,49,90,48.1,37.1
green,green,Pure (or mostly pure) green,Lawngreen,#7CFC00,124,252,0,90,100.0,49.4
green,green,Bright green,Kiwi,#8ee53f,142,229,63,91,76.1,57.3
grey,green,Dark grayish green,Camouflage green,#78866B,120,134,107,91,11.2,47.3
green,medium dark green,Dark moderate green,Fresh onion (Moegi),#5b8930,91,137,48,91,48.1,36.3
grey,medium light green,Grayish green,Whitish green (Byakuroku),#a5ba93,165,186,147,92,22.0,65.3
green,green,Moderate green,Asda Green,#7dc242,125,194,66,92,51.2,51.0
green,dark green,Dark green,Napier,#3B7E00,59,126,0,92,100.0,24.7
green,medium dark green,Dark moderate green,Sap green,#507D2A,80,125,42,93,49.7,32.7
green,green,Mostly desaturated dark green,Asparagus,#87A96B,135,169,107,93,26.5,54.1
green,green,Vivid green,Spring Frost,#87FF2A,135,255,42,94,100.0,58.2
grey,medium light green,Grayish green,Laurel green,#A9BA9D,169,186,157,95,17.4,67.3
green,green,Dark green,Green (RYB),#66B032,102,176,50,95,55.8,44.3
green,medium dark green,Strong green,UsumbaraChameleonHarlequin,#50B708,80,183,8,95,91.6,37.5
green,green,Strong green,DeepYellow-Green,#57D200,87,210,0,95,100.0,41.2
green,green,Pure (or mostly pure) green,Green slime,#65ff00,101,255,0,96,100.0,50.0
green,green,Pure (or mostly pure) green,Bright green,#66FF00,102,255,0,96,100.0,50.0
green,very light green,Very pale green,Nyanza,#E9FFD8,233,255,219,97,100.0,92.4
grey,medium dark green,Very dark grayish green,Ebony,#555D50,85,93,80,97,7.5,33.9
green,very light green,Very pale green,Nyanza,#E9FFDB,233,255,219,97,100.0,92.9
green,green,Slightly desaturated green,Dollar bill,#85bb65,133,187,101,97,38.7,56.5
green,dark green,Very dark green,Metallic green,#296e01,41,110,1,97,98.2,21.8
grey,dark green,Very dark grayish green,Thousand year old green (Sensaimidori),#374231,55,66,49,98,14.8,22.5
green,light green,Very soft green,Menthol,#c1f9a2,193,249,162,98,87.9,80.6
grey,medium light green,Dark grayish green,Silver foil,#afb1ae,175,177,174,99,1.9,68.8
green,medium dark green,Dark green,Napier green,#2a8000,42,128,0,100,100.0,25.1
green,light green,Very soft green,Tea green,#D0F0C0,208,240,192,100,61.5,84.7
green,green,Moderate green,VividLimeGreen,#61B834,97,184,52,100,55.9,46.3
green,green,Strong green,Kelly green,#4CBB17,76,187,23,101,78.1,41.2
green,green,Moderate green,Apple,#66b447,102,180,71,102,43.4,49.2
green,green,Pure (or mostly pure) green,Chlorophyll green,#4aff00,74,255,0,102,100.0,50.0
grey,green,Dark grayish green,Axolotl,#63775b,99,119,91,102,13.3,41.2
green,green,Slightly desaturated green,Bud green,#7BB661,123,182,97,102,36.8,54.7
grey,dark green,Very dark grayish green,Kombu green,#354230,53,66,48,103,15.8,22.4
green,green,Strong green,"Harlequin green,Steel blue",#46cb18,70,203,24,104,78.9,44.5
green,green,Pure (or mostly pure) lime green,Harlequin,#3FFF00,63,255,0,105,100.0,50.0
green,medium light green,Very light green,LightHarlequin,#9FFF7F,159,255,127,105,100.0,74.9
green,medium dark green,Strong green,DeepHarlequin,#33CC00,51,204,0,105,100.0,40.0
green,green,Pure (or mostly pure) green,RichHarlequin,#3AE500,58,229,0,105,100.0,44.9
green,medium light green,Light lime green,BrilliantHarlequin,#7FFF55,127,255,85,105,100.0,66.7
grey,medium dark green,Very dark grayish lime green,Aloeswood brown (Tonocha),#5a6457,90,100,87,106,7.0,36.7
green,medium dark green,Dark moderate lime green,Fern green,#4F7942,79,121,66,106,29.4,36.7
green,dark green,Very dark lime green,Lincoln green,#195905,25,89,5,106,89.4,18.4
black,very dark green,Very dark (mostly black) lime green,CharlestonGreen,#1A2118,26,33,24,107,15.8,11.2
green,green,Mostly desaturated dark lime green,Young bamboo color (Wakatake-iro),#6b9362,107,147,98,108,20.0,48.0
green,green,Slightly desaturated lime green,Mantis,#74C365,116,195,101,110,43.9,58.0
green,medium dark green,Dark moderate lime green,OnlineLime,#4B8740,75,135,64,111,35.7,39.0
green,medium dark green,Dark lime green,Slimy green,#299617,41,150,23,111,73.4,33.9
green,green,Vivid lime green,Neon green,#39FF14,57,255,20,111,100.0,53.9
green,medium dark green,Dark lime green,Yellow-green (Color Wheel),#30B21A,48,178,26,112,74.5,40.0
green,green,Dark moderate lime green,May green,#4C9141,76,145,65,112,38.1,41.2
green,dark green,Very dark lime green,Royal green,#136207,19,98,7,112,86.7,20.6
green,light green,Very soft lime green,Granny Smith apple,#A8E4A0,168,228,160,113,55.7,76.1
green,green,Dark lime green,Vine Green,#38a32a,56,163,42,113,59.0,40.2
green,medium dark green,Dark lime green,Verse green,#18880d,24,136,13,114,82.6,29.2
green,medium dark green,Dark lime green,India green,#138808,19,136,8,115,88.9,28.2
grey,medium dark green,Very dark grayish lime green,Gray-asparagus,#465945,70,89,69,116,12.7,31.0
green,medium dark green,Dark lime green,Xbox Green,#0e7a0d,14,122,13,119,80.7,26.5
green,green,Dark lime green,Wageningen Green,#34b233,52,178,51,119,55.5,44.9
green,medium light green,Slightly desaturated green,Pistachio,#93C572,147,197,146,119,41.7,61.0
grey,dark  green,Very dark lime green,Darkgreen,#006400,0,100,0,120,100.0,19.6
green,green,Pure (or mostly pure) lime green,"Green,Electric green",#00FF00,0,255,0,120,100.0,50.0
green,medium dark green,Dark lime green,IslamicGreen,#009900,0,153,0,120,100.0,30.0
green,medium dark green,Dark lime green,Islamic green,#009000,0,144,0,120,100.0,28.2
grey,dark green,Very dark lime green,Pakistan green,#006600,0,102,0,120,100.0,20.0
green,medium light green,Very soft lime green,Lightgreen,#90EE90,144,238,144,120,73.4,74.9
green,green,Strong lime green,Limegreen,#32CD32,50,205,50,120,60.8,50.0
grey,medium dark green,Very dark desaturated lime green,Mughal green,#306030,48,96,48,120,33.3,28.2
green,medium light green,Soft lime green,Pastel green,#77DD77,119,221,119,120,60.0,66.7
grey,green,Dark grayish lime green,Harbor rat (Minatonezumi),#757d75,117,125,117,120,3.3,47.5
green,medium dark green,Dark lime green,Forestgreen,#228B22,34,139,34,120,60.7,33.9
grey,green,Dark grayish lime green,Nickel,#727472,114,116,114,120,0.9,45.1
green,green,Moderate lime green,American green,#34b334,52,179,52,120,55.0,45.3
green,light green,Very soft lime green,Light moss green,#ADDFAD,173,223,173,120,43.9,77.6
green,green,Mostly desaturated dark lime green,Russian green,#679267,103,146,103,120,17.3,48.8
green,medium dark green,Dark lime green,"Office green,Ao",#008000,0,128,0,120,100.0,25.1
white,very light green,Very pale (mostly white) lime green,Honeydew,#F0FFF0,240,255,240,120,100.0,97.1
grey,dark green,Very dark grayish lime green,Indigo Codium fragile seaweed brown (Aimirucha),#2e372e,46,55,46,120,8.9,19.8
green,medium light  green,Light lime green,Screamin' Green,#66FF66,102,255,102,120,100.0,70.0
green,medium dark green,Dark lime green,Green,#008001,0,128,1,120,100.0,25.1
green,light green,Very soft lime green,Palegreen,#98FB98,152,251,152,120,92.5,79.0
green,light green,Very light lime green,Mint green,#98FF98,152,255,152,120,100.0,79.8
green,medium light green,Very soft lime green,LightLimeGreen,#85EA85,133,234,133,120,70.6,72.0
green,medium light green,Grayish lime green,Darkseagreen,#8FBC8F,143,188,143,120,25.1,64.9
green,dark green,Very dark lime green,Emerald green,#046307,4,99,7,121,92.2,20.2
green,dark green,Very dark lime green,Deep green,#056608,5,102,8,121,90.7,21.0
green,medium dark  green,Dark moderate lime green,Japanese laurel,#2f7532,47,117,50,122,42.7,32.2
green,green-cyan,Strong cyan - lime green,Crayola Mountain Meadow,#1AB385,26,179,33,123,74.6,40.2
green,light green,Very soft lime green,Celadon,#ACE1AF,172,225,175,123,46.9,77.8
green,medium light green,Light lime green,Lemon lime,#5cff67,92,255,103,124,100.0,68.0
green,green,Slightly desaturated lime green,"Iguana green,Fern",#71bc78,113,188,120,125,35.9,59.0
green,green,Dark moderate lime green,MediumHarlequin,#44944A,68,148,74,125,37.0,42.4
green,medium dark green,Dark moderate lime green,Resene Area 51 G56-081-142,#3C8043,60,128,67,126,36.2,36.9
green,medium dark green,Dark moderate lime green,Douban Green,#2e963d,46,150,61,128,53.1,38.4
grey,medium dark green,Very dark grayish lime green,Horsetail color (Tokusa-iro),#3d5d42,61,93,66,129,20.8,30.2
green,medium dark green,Very dark desaturated lime green,"Deep moss green,Hunter green",#355E3B,53,94,59,129,27.9,28.8
grey,dark green,Very dark grayish lime green,Rusty storeroom (Sabitetsuonando),#3a403b,58,64,59,130,4.9,23.9
green,green,Dark moderate lime green,Middle green,#4D8C57,77,140,87,130,29.0,42.5
grey,green,Dark grayish lime green,Dolphin gray,#828e84,130,142,132,130,5.0,53.3
grey,green,Dark grayish lime green,Smoke,#738276,115,130,118,132,6.1,48.0
green,medium light green,Grayish lime green,Eton blue,#96C8A2,150,200,162,134,31.3,68.6
green,green,Pure (or mostly pure) cyan - lime green,Erin,#00FF40,0,255,64,135,100.0,50.0
green,medium light green,Soft cyan - lime green,Very light malachite green,#64e986,100,233,134,135,75.1,65.3
green,green,Pure (or mostly pure) lime green,Erin,#00FF3F,0,255,63,135,100.0,50.0
green,medium dark green,Strong cyan - lime green,Vivid malachite,#00cc33,0,204,51,135,100.0,40.0
grey,medium light green,Grayish cyan - lime green,Ash gray,#B2BEB5,178,190,181,135,8.5,72.2
black,dark green,Very dark grayish cyan - lime green,Black leather jacket,#253529,37,53,41,135,17.8,17.6
grey,green,Dark grayish cyan - lime green,Xanadu,#738678,115,134,120,136,7.6,48.8
green,green,Mostly desaturated dark cyan - lime green,Oxley,#6d9a79,109,154,121,136,18.2,51.6
green,dark green,Very dark cyan - lime green,Cal Poly Pomona green,#1e4d2b,30,77,43,136,43.9,21.0
green,green,Dark lime green,IrishIsle,#27A640,39,166,76,137,62.0,40.2
grey,medium dark green,Very dark desaturated cyan - lime green,Green (Midori),#2a603b,42,96,59,138,39.1,27.1
green,medium dark green,Strong cyan - lime green,Dark pastel green,#03C03C,3,192,60,138,96.9,38.2
green,green-cyan,Moderate cyan - lime green,IrishGreen,#40C575,84,197,117,138,53.4,51.2
green,medium dark green,Dark moderate cyan - lime green,Patina (Rokushō),#407a52,64,122,82,138,31.2,36.5
green,medium dark green,Dark cyan - lime green,North Texas Green,#059033,5,144,51,139,93.3,29.2
grey,medium light green-cyan,Grayish cyan - lime green,Cambridge blue,#A3C1AD,163,193,173,140,19.5,69.8
green,green-cyan,Mostly desaturated dark cyan - lime green,Forest green (Crayola),#5FA777,95,167,119,140,29.0,51.4
green,green-cyan,Vivid cyan - lime green,Malachite,#0BDA51,11,218,81,140,90.4,44.9
green,green-cyan,Moderate cyan - lime green,"Emerald,Paris Green",#50C878,80,200,120,140,52.2,54.9
green,light green-cyan,Very soft cyan - lime green,Teal deer,#99e6b3,153,230,179,140,60.6,75.1
green,green-cyan,Mostly desaturated dark cyan - lime green,Shiny Shamrock,#5FA778,95,167,120,141,29.0,51.4
green,green-cyan,Moderate cyan - lime green,UFO Green,#3CD070,60,208,112,141,61.2,52.5
green,medium light green-cyan,Slightly desaturated cyan - lime green,Asda Green (1994),#80c197,128,193,151,141,34.4,62.9
grey,green-cyan,Dark grayish cyan - lime green,Celadon color (Seiji-iro),#819c8b,129,156,139,142,12.0,55.9
green,medium light green-cyan,Slightly desaturated cyan - lime green,Turquoise green,#A0D6B4,160,214,180,142,39.7,73.3
green,green-cyan,Dark cyan - lime green,Asda Green (2002),#32ad61,50,173,97,142,55.2,43.7
grey,dark green-cyan,Very dark grayish cyan - lime green,Insect screen (Mushiao),#2d4436,45,68,54,143,20.4,22.2
grey,medium dark green-cyan,Very dark grayish cyan - lime green,Feldgrau,#4D5D53,77,93,83,143,9.4,33.3
green,medium dark green-cyan,Dark cyan - lime green,Green (Pantone),#00AD43,0,173,67,143,100.0,33.9
green,medium dark green-cyan,Dark moderate cyan - lime green,Seagreen,#2E8B57,46,139,87,146,50.3,36.3
green,green-cyan,Slightly desaturated cyan - lime green,Asda Green (1999),#66c992,102,201,146,146,47.8,59.4
green,medium dark green-cyan,Dark moderate cyan - lime green,Amazon,#3B7A57,59,122,87,147,34.8,35.5
green,green-cyan,Moderate cyan - lime green,Mediumseagreen,#3CB371,60,179,113,147,49.8,46.9
green,very light green-cyan,Light grayish cyan - lime green,Italian ice,#e9f6ef,233,246,239,147,41.9,93.9
green,medium dark green-cyan,Dark cyan - lime green,Green (pigment),#00A550,0,165,80,149,100.0,32.4
green,very dark green-cyan,Very dark cyan - lime green,Forest green (traditional),#014421,1,68,33,149,97.1,13.5
green,light green-cyan,Very soft cyan - lime green,Sea Foam Green,#9FE2BF,159,226,191,149,53.6,75.5
grey,medium light green,Grayish green,Sherwin-Williams Colonial Revival Sea Green - 2825,#AEBEA6,142,190,166,150,15.6,69.8
green,medium dark green-cyan,Dark cyan - lime green,Philippine green,#008543,0,133,67,150,100.0,26.1
green,medium dark green-cyan,Dark cyan - lime green,Google Chrome green,#1aa260,26,162,96,150,72.3,36.9
green,dark green-cyan,Very dark desaturated cyan - lime green,Velvet (Birōdo),#224634,34,70,52,150,34.6,20.4
white,very light green-cyan,Very pale (mostly white) cyan - lime green,Mintcream,#F5FFFA,245,255,250,150,100.0,98.0
green,medium dark green-cyan,Very dark cyan - lime green,Dark spring green,#177245,23,114,69,150,66.4,26.9
green,green-cyan,Pure (or mostly pure) cyan - lime green,"Spring green,Guppie green",#00FF7F,0,255,127,150,100.0,50.0
green,medium dark  green-cyan,Very dark desaturated cyan - lime green,Poker Green,#35654d,53,101,77,150,31.2,30.2
cyan,very light green-cyan,Very pale cyan - lime green,Aero blue,#C9FFE5,201,255,229,151,100.0,89.4
black,very dark green-cyan,Very dark cyan - lime green,Phthalo green,#123524,18,53,36,151,49.3,13.9
