Name0,Desc1,Desc2,Name1,HEX,R,G,B,Hue,Sat,Lum
purple,medium dark magenta,Dark magenta,Violet-Eggplant,#991199,153,17,153,300,80.0,33.3
purple,medium dark magenta,Dark magenta,QuinacridoneViolet,#990099,153,0,153,300,100.0,30.0
pink,medium light  magenta,Very light magenta,"Shocking pink,Ultra pink",#FF6FFF,255,111,255,300,100.0,71.8
grey,light magenta,Grayish magenta,Thistle,#D8BFD8,216,191,216,300,24.3,79.8
black,very dark magenta,Very dark (mostly black) magenta,Raisin black,#242124,36,33,36,300,4.3,13.5
purple,very light magenta,Light grayish magenta,Pale purple (Pantone),#FAE6FA,250,230,250,300,66.7,94.1
purple,medium dark magenta,Dark magenta,Mardi Gras,#880085,136,0,137,300,100.0,26.7
pink,medium light magenta,Very light magenta,Fuchsia pink,#FF77FF,255,119,255,300,100.0,73.3
purple,medium light magenta,Slightly desaturated magenta,Light grayish magenta,#cc99cc,204,153,204,300,33.3,70.0
purple,medium light magenta,Very soft magenta,"Plum,Medium lavender magenta,Pale plum",#DDA0DD,221,160,221,300,47.3,74.7
purple,medium dark magenta,Dark magenta,"Purple,Patriarch",#800080,128,0,128,300,100.0,25.1
yellow,medium light yellow,Soft yellow,LightMustard,#EEDD62,238,221,98,53,80.5,65.9
purple,medium light magenta,Grayish magenta,Lilac,#CBA2C8,200,162,200,300,28.3,71.6
purple,medium light magenta,Soft magenta,"Violet,Lavender magenta",#EE82EE,238,130,238,300,76.1,72.2
purple,medium dark magenta,Dark magenta,Philippine violet,#81007f,129,0,127,300,100.0,25.3
pink,magenta,Pure (or mostly pure) magenta,"Magenta,Fuchsia,Famous",#FF00FF,255,0,255,300,100.0,50.0
purple,medium dark magenta,Strong magenta,Deep magenta,#CC00CC,204,0,204,300,100.0,40.0
purple,magenta,Strong magenta,Steel pink,#CC33CC,204,51,204,300,60.0,50.0
purple,medium light magenta,Slightly desaturated magenta,Deep mauve,#D473D4,212,115,212,300,53.0,64.1
pink,very light magenta,Very pale magenta,BrightPaleRose,#FFCCFF,255,204,255,300,100.0,90.0
purple,medium dark magenta,Dark magenta,Darkmagenta,#8B008B,139,0,139,300,100.0,27.3
purple,dark magenta,Very dark magenta,CatalonianPlum,#660066,102,0,102,300,100.0,20.0
purple,medium light magenta,Slightly desaturated magenta,Deep mauve,#D473D4,212,115,212,300,53.0,64.1
purple,magenta,Mostly desaturated dark magenta,Half color (Hashita-iro),#8d608c,141,96,140,301,19.0,46.5
purple,medium light magenta,Grayish magenta,Pastel violet,#cb99c9,203,153,201,302,32.5,69.8
pink,magenta,Vivid magenta,Pink-Purple,#EF1DE7,239,29,231,302,86.8,52.5
purple,medium light magenta,Soft magenta,Orchid,#DA70D6,218,112,214,302,58.9,64.7
purple,magenta,Dark moderate magenta,HyacinthViolet,#934D91,147,77,145,302,31.3,43.9
grey,medium light magenta,Dark grayish magenta,"Heliotrope gray,Rose quartz",#AA98A9,170,152,169,303,9.6,63.1
grey,magenta,Dark grayish magenta,Old lavender,#796878,121,104,120,304,7.6,44.1
grey,light magenta,Light grayish magenta,OrchidIce,#DFD2DF,223,210,222,305,16.9,84.9
grey,medium dark magenta,Very dark grayish magenta,VintageIndigo,#664D64,102,77,100,305,14.0,35.1
purple,dark magenta,Very dark desaturated magenta,Purple (Murasaki),#4F284B,79,40,75,306,32.8,23.3
purple,medium dark magenta,Very dark desaturated magenta,Japanese violet,#5B3256,91,50,86,307,29.1,27.6
purple,magenta,Dark moderate magenta,Plum,#8E4585,142,69,133,307,34.6,41.4
purple,magenta,Mostly desaturated dark magenta,Razzmic Berry,#8D4E85,141,78,133,308,28.8,42.9
purple,medium dark magenta,Dark moderate magenta,Crayola Razzmic Berry,#843179,132,49,121,308,45.9,35.5
purple,medium dark magenta,Very dark magenta,Palatinate purple,#682860,104,40,96,308,44.4,28.2
purple,magenta,Dark moderate magenta,StrikingPurple,#98508E,152,80,142,308,31.0,45.5
purple,medium light magenta,Slightly desaturated magenta,BrightMallowPink,#D498CB,212,152,203,309,41.1,71.4
purple,medium dark magenta,Dark magenta,LightNightclub,#B10097,177,0,151,309,100.0,34.7
purple,medium light magenta,Slightly desaturated magenta,Light medium orchid,#D39BCB,211,155,203,309,38.9,71.8
grey,medium dark magenta,Very dark grayish magenta,BlackPlum,#6A5767,106,87,103,309,9.8,37.8
pink,magenta,Strong magenta,LightFlirt,#D500B6,213,0,182,309,100.0,41.8
purple,blue-magenta,Strong violet,Crayola Purple Heart,#652DC1,101,45,93,309,62.2,46.7
purple,dark magenta,Very dark magenta,DeepTyrianPurple,#4E0041,78,0,65,310,100.0,15.3
pink,very light magenta,Very pale magenta,BubbleGum,#FFD3F8,255,211,248,310,100.0,91.4
pink,medium light magenta,Soft magenta,Pale Magenta,#f984e5,249,132,229,310,90.7,74.7
purple,magenta,Mostly desaturated dark magenta,Thin color (Usu-iro),#a87ca0,168,124,160,310,20.2,57.3
pink,medium light magenta,Soft magenta,Light fuchsia pink,#F984EF,249,132,229,310,90.7,74.7
purple,dark magenta,Very dark magenta,TokyoPurple,#5A004A,90,0,74,311,100.0,17.6
grey,medium light magenta,Dark grayish magenta,Lilac Luster,#AE98AA,174,152,170,311,12.0,63.9
purple,magenta,Moderate magenta,Byzantine,#BD33A4,189,51,164,311,57.5,47.1
purple,medium dark magenta,Very dark magenta,Byzantium,#702963,112,41,99,311,46.4,30.0
purple,medium dark magenta,Dark magenta,Violine,#A10684,161,6,132,311,92.8,32.7
grey,medium dark red,Very dark grayish red,PurpleTaupe,#504040,80,64,77,311,11.1,28.2
purple,magenta,Mostly desaturated dark magenta,RadiantOrchid,#B163A3,177,99,163,311,33.3,54.1
grey,medium dark magenta,Very dark grayish magenta,Purple taupe,#50404d,80,64,77,311,11.1,28.2
pink,magenta,Pure (or mostly pure) magenta,Crayola Purple Pizzazz,#FF00CC,255,0,204,312,100.0,50.0
purple,magenta,Bright magenta,AmaranthMagenta,#ED3CCA,237,60,202,312,83.1,58.2
purple,magenta,Strong magenta,DeepMagentaRose,#C120A2,193,32,162,312,71.6,44.1
purple,medium dark magenta,Dark moderate magenta,Iris color (Ayame-iro),#763568,118,53,104,312,38.0,33.5
pink,medium light magenta,Soft magenta,Purple pizzazz,#FE4EDA,254,78,218,312,98.9,65.1
grey,magenta,Dark grayish magenta,DullMauve,#A17E9A,161,126,154,312,15.7,56.3
grey,medium dark magenta,Very dark grayish magenta,Quartz,#51484f,81,72,79,313,5.9,30.0
pink,medium light magenta,Very soft magenta,RichOrchidPink,#E68CD2,230,140,210,313,64.3,72.5
pink,magenta,Vivid magenta,Hot magenta,#ff1dce,255,29,206,313,100.0,55.7
purple,medium light magenta,Very soft magenta,Orchid (Crayola),#E29CD2,226,156,210,314,54.7,74.9
black,very dark magenta,Very dark magenta,DarkTyrianPurple,#360029,54,0,41,314,100.0,10.6
pink,magenta,Vivid pink,Shocking pink,#FC0FC0,252,15,192,315,97.5,52.4
pink,light magenta-pink,Very soft pink,LightRed-Violet,#E79EC5,231,94,197,315,60.3,76.3
grey,medium dark magenta,Very dark grayish pink,ItalianPlum,#51354A,81,53,74,315,20.9,26.3
pink,medium light magenta,Vivid pink,Razzle dazzle rose,#FF33CC,255,51,204,315,100.0,60.0
grey,medium dark magenta,Very dark desaturated magenta,Dark byzantium,#5D3954,93,57,84,315,24.0,29.4
pink,medium light magenta,Soft pink,BrilliantRed-Violet,#EB6FCB,235,111,203,315,75.6,67.8
purple,light magenta,Grayish magenta,Pink lavender,#D8B2D1,219,178,209,315,32.8,77.3
purple,light magenta,Very soft magenta,Light orchid,#E6A8D7,230,168,215,315,55.4,78.0
purple,medium light magenta,Grayish pink,BrightMauveMist,#C49FBA,196,159,186,316,23.9,69.6
purple,magenta,Mostly desaturated dark pink,Antique fuchsia,#915C83,145,92,131,316,22.4,46.5
purple,magenta,Slightly desaturated pink,Pearly purple,#B768A2,183,104,162,316,35.4,56.3
pink,light magenta,Very soft pink,Lavender rose,#FBA0E3,251,160,227,316,91.9,80.6
purple,magenta,Dark moderate pink,MeadowMauve,#A55790,165,87,144,316,31.0,49.4
black,very dark magenta,Very dark (mostly black) pink,Blue violet (Shikon),#2b2028,43,32,40,316,14.7,14.7
purple,magenta,Dark moderate pink,Violet (crayola),#963D7F,150,61,127,316,42.2,41.4
pink,magenta,Vivid pink,RichMagentaRose,#E010A8,224,16,168,316,86.7,47.1
pink,very light magenta,Very pale pink,Shampoo,#ffcff1,255,207,241,317,100.0,90.6
white,very light magenta,Very pale (mostly white) pink,LightPinkLace,#FFF1FB,255,241,251,317,100.0,97.3
purple,medium light magenta,Slightly desaturated pink,BrightOperaMauve,#CD81B8,205,129,184,317,43.2,65.5
purple,magenta,Dark moderate pink,PurpleOrchid,#AE4F93,174,79,147,317,37.5,49.6
purple,dark magenta,Very dark desaturated pink,Rabbit-ear iris (Kakitsubata),#491e3c,73,30,60,318,41.7,20.2
purple,medium dark magenta,Dark moderate pink,PurpleWine,#8E3975,143,57,117,318,42.7,39.0
purple,magenta,Dark moderate pink,PurplePlum,#9C5186,156,81,134,318,31.6,46.5
pink,medium light magenta,Light pink,Light deep pink,#FF5CCD,255,92,205,318,100.0,68.0
purple,magenta,Dark moderate pink,DeepOrchid,#94417B,148,65,123,318,39.0,41.8
purple,medium light magenta,Slightly desaturated pink,Opera mauve,#B784A7,183,132,167,319,26.2,61.8
purple,magenta,Dark moderate pink,SignalViolet,#924E7D,146,78,125,319,30.4,43.9
purple,dark magenta,Very dark pink,NightclubPurple,#660045,102,0,69,319,100.0,20.0
pink,magenta,Pure (or mostly pure) pink,Magentarose,#FF00AF,255,0,175,319,100.0,50.0
purple,dark magenta,Very dark pink,Blackberry,#4D0135,77,1,53,319,97.4,15.3
pink,magenta,Moderate pink,Rose quartz pink,#bd559c,189,85,156,319,44.1,53.7
pink,medium light magenta-pink,Slightly desaturated pink,Sky magenta,#CF71AF,207,113,175,320,49.5,62.7
pink,medium light magenta-pink,Light pink,Rose pink,#FF66CC,255,102,204,320,100.0,70.0
pink,light magenta-pink,Very soft pink,Thistle (Crayola),#ebb0d7,235,176,215,320,59.6,80.6
pink,medium dark magenta,Dark pink,Flirt,#A2006D,162,0,109,320,100.0,31.8
pink,magenta,Vivid pink,Foobar,#F00BA4,240,11,164,320,91.2,49.2
pink,medium dark magenta-pink,Strong pink,MediumMagenta,#B41880,180,24,128,320,76.5,40.0
purple,medium dark magenta-pink,Dark pink,Red-VioletEggplant,#990066,153,0,102,320,100.0,30.0
grey,magenta-pink,Dark grayish pink,Taupe gray,#8B8589,139,133,137,320,2.5,53.3
pink,magenta-pink,Moderate pink,Fandango,#B53389,181,51,137,320,56.0,45.5
pink,magenta-pink,Pure (or mostly pure) pink,Fashion fuchsia,#F400A1,244,0,161,320,100.0,47.8
grey,dark magenta-pink,Very dark grayish pink,Disappearing purple (Metsushi),#3f313a,63,49,58,321,12.5,22.0
pink,magenta-pink,Strong pink,Royal fuchsia,#CA2C92,202,44,146,321,64.2,48.2
pink,magenta-pink,Vivid pink,VividPersianRose,#FF1CB1,255,28,177,321,100.0,55.5
pink,light magenta-pink,Very soft pink,Pantone,#F1B2DC,248,170,221,321,69.2,82.2
pink,medium dark magenta-pink,Strong pink,DeepRaspberry,#BA067A,186,6,122,321,93.8,37.6
pink,light magenta-pink,Very soft pink,Pantone,#F8AADD,248,170,221,321,84.8,82.0
pink,magenta-pink,Strong pink,BrightRed-Violet,#D02090,208,32,144,322,73.3,47.1
pink,magenta-pink,Moderate pink,Barbie Pink (1975-1990),#d3419d,211,65,157,322,62.4,54.1
pink,magenta-pink,Moderate pink,LightDisco,#C65EA0,198,94,160,322,47.7,57.3
pink,medium light magenta-pink,Light pink,BrilliantElectricHollywoodCerise,#FF64C5,255,100,197,322,100.0,69.6
pink,very light magenta-pink,Very pale pink,PaleElectricHollywoodCerise,#FFc1E8,255,193,232,322,100.0,87.8
pink,magenta-pink,Strong pink,"Red violet,Medium violet red",#C71585,199,21,133,322,80.9,43.1
purple,medium light magenta-pink,Slightly desaturated pink,LightCosmic,#BB8CAA,187,140,170,322,25.7,64.1
pink,magenta-pink,Bright pink,Frostbite,#E936A7,233,54,167,322,80.3,56.3
pink,magenta-pink,Dark pink,LightBlackRose,#B12B7F,177,43,127,322,60.9,43.1
pink,magenta-pink,Pure (or mostly pure) pink,ElectricHollywoodCerise,#FF009F,255,0,159,323,100.0,50.0
pink,medium light magenta-pink,Very soft pink,LightRoyalHeath,#D987B9,217,135,185,323,51.9,69.0
purple,medium dark magenta-pink,Very dark desaturated pink,Halayà úbe,#663854,102,56,84,323,29.1,31.0
pink,light magenta-pink,Very light pink,Princess Perfume,#ff85cf,255,133,207,323,100.0,76.1
grey,medium light magenta-pink,Dark grayish pink,LavenderBrown,#AA8A9E,170,138,158,323,15.8,60.4
brown,light magenta-pink,Pale pink,LightElectricHollywoodCerise,#FF9EDA,255,158,218,323,100.0,81.0
pink,medium light magenta-pink,Slightly desaturated pink,OperaMauve,#CA82AF,202,130,175,323,40.4,65.1
purple,magenta-pink,Moderate pink,Mulberry (Crayola),#C8509B,200,80,155,323,52.2,54.9
pink,medium light magenta-pink,Slightly desaturated pink,Super pink,#CF6BA9,207,107,169,323,51.0,61.6
purple,magenta-pink,Dark moderate pink,DahliaMauve,#A85387,168,83,135,323,33.9,49.2
white,very light pink,Very pale (mostly white) pink,LightLavenderBlush,#FFF9FB,255,245,251,324,100.0,98.8
pink,very light magenta-pink,Light grayish pink,Amour,#F9EAF3,249,234,243,324,55.6,94.7
purple,medium dark magenta-pink,Dark pink,PermanentMagenta,#99005D,153,0,93,324,100.0,30.0
pink,very light magenta-pink,Light grayish pink,LightClassicRose,#FDE9F5,253,233,245,324,83.3,95.3
purple,magenta-pink,Moderate pink,Medium red-violet,#BB3385,187,51,133,324,57.1,46.7
pink,magenta-pink,Moderate pink,Red-violet (Crayola),#C0448F,192,68,143,324,49.6,51.0
pink,magenta-pink,Moderate pink,RoseViolet,#C24C92,194,76,146,324,49.2,52.9
grey,magenta-pink,Dark grayish pink,Mountbatten pink,#997A8D,154,122,141,324,13.2,53.9
purple,medium light magenta-pink,Slightly desaturated pink,MediumRaspberry,#C077A6,198,119,166,324,36.7,61.0
pink,light magenta-pink,Very soft pink,Pink pearl,#e7accf,231,172,207,324,55.1,79.0
white,very light magenta-pink,Very pale (mostly white) pink,LightPaleRose,#FFF3FA,255,243,250,325,100.0,97.6
purple,magenta-pink,Dark moderate pink,Maximum red purple,#A63A79,166,58,121,325,48.2,43.9
purple,dark magenta-pink,Very dark pink,Spanish purple,#66033c,102,3,60,325,94.3,20.6
purple,dark magenta-pink,Very dark pink,"Imperial purple,Tyrian purple",#66023C,102,2,60,325,96.2,20.4
purple,medium dark magenta-pink,Very dark desaturated pink,MagentaPurple,#723157,114,49,87,325,39.9,32.0
purple,magenta-pink,Dark moderate pink,Sugar Plum,#914E75,145,78,117,325,30.0,43.7
purple,medium dark magenta-pink,Dark pink,French plum,#811453,129,20,83,325,73.2,29.2
pink,magenta-pink,Strong pink,Magenta-pink,#cc338b,204,51,139,325,60.0,50.0
purple,medium light magenta-pink,Very soft pink,Middle purple,#D982B5,217,130,181,325,53.4,68.0
pink,magenta-pink,Bright pink,Strong boy pink,#e9399e,233,57,158,325,80.0,56.9
purple,medium dark pink,Dark moderate pink,Cosmic,#763950,118,57,93,325,34.9,34.3
purple,medium light magenta-pink,Slightly desaturated pink,MoonliteMauve,#D290B5,210,144,181,326,42.3,69.4
pink,very light magenta-pink,Very pale pink,PaleRose,#FFE1F2,255,225,242,326,100.0,94.1
pink,magenta-pink,Strong pink,SpanishMagenta,#D40D7D,212,13,125,326,88.4,44.1
pink,very light magenta-pink,Pale pink,Light hot pink,#FFB3DE,255,179,222,326,100.0,85.1
pink,very light magenta-pink,Light grayish pink,LightChantilly,#FCE5F2,252,229,242,326,79.3,94.3
pink,very light magenta-pink,Light grayish pink,LightKobi,#F5D3E6,245,211,230,326,63.0,89.4
pink,magenta-pink,Bright pink,Persian rose,#FE28A2,254,40,162,326,99.1,57.6
purple,light magenta-pink,Light grayish pink,Melanie,#E4C2D5,228,194,213,326,38.6,82.7
white,very light  magenta-pink,Light grayish pink,LightAmour,#FDF6FA,253,246,250,326,63.6,97.8
pink,magenta-pink,Pure (or mostly pure) pink,Magenta (process),#FF0090,255,0,144,326,100.0,50.0
pink,magenta-pink,Pure (or mostly pure) pink,FluorescentPink,#FF008F,255,0,143,326,100.0,50.0
pink,very light magenta-pink,Light grayish pink,Classic rose,#FBCCE7,251,204,231,326,85.5,89.2
purple,magenta-pink,Dark moderate pink,TrafficPurple,#A03472,160,52,114,326,50.9,41.6
purple,medium dark magenta-pink,Very dark pink,Vine grape (Ebizome),#6d2b50,109,43,80,326,43.4,29.8
purple,magenta-pink,Moderate pink,FuchsiaRed,#B33A7F,179,58,127,326,51.1,46.5
purple,magenta-pink,Dark moderate pink,Magenta haze,#9F4576,159,69,118,327,39.5,44.7
pink,magenta-pink,Pure (or mostly pure) pink,Mexican pink,#E4007C,228,0,124,327,100.0,44.7
pink,medium light magenta-pink,Soft pink,BrightMagentaRose,#FC51AF,252,81,175,327,96.6,65.3
pink,magenta-pink,Vivid pink,Barbie Pink (Pantone),#e0218a,224,33,138,327,75.5,50.4
red,pink-red,Bright red,DeepCherryRed,#DA2647,218,38,71,349,70.9,50.2
pink,magenta-pink,Strong pink,AmaranthCerise,#CD2682,205,38,130,327,68.7,47.6
purple,magenta-pink,Moderate pink,Fandango,#B55489,181,84,137,327,39.6,52.0
pink,magenta-pink,Vivid pink,Barbie Pink,#DA1884,218,24,132,327,80.2,47.5
purple,medium light magenta-pink,Slightly desaturated pink,LightRouge,#D58EB5,213,142,181,327,45.8,69.6
pink,magenta-pink,Vivid pink,Vivid cerise,#DA1D81,218,29,129,328,76.5,48.4
purple,medium dark magenta-pink,Dark pink,Amaranth deep purple,#9F2B68,159,43,104,328,57.4,39.6
grey,very light magenta-pink,Light grayish pink,LightMelanie,#F4E5ED,244,229,237,328,40.5,92.7
pink,magenta-pink,Pure (or mostly pure) pink,Red-purple,#E40078,228,0,120,328,100.0,44.7
pink,magenta-pink,Vivid pink,"Deep pink,Fluorescent pink",#FF1493,255,20,147,328,100.0,53.9
pink,very light magenta-pink,Very soft pink,Chantilly,#F8C3DF,248,195,223,328,79.1,86.9
purple,magenta-pink,Slightly desaturated pink,MauveOrchid,#B37E9A,179,126,154,328,25.9,59.8
pink,magenta-pink,Vivid pink,Philippine pink,#fa1a8e,250,26,142,328,95.7,54.1
pink,magenta-pink,Strong pink,Magenta (dye),#CA1F7B,202,31,123,328,73.4,45.7
pink,magenta-pink,Bright pink,Royal pink,#e73895,231,56,149,328,78.5,56.3
purple,medium dark  magenta-pink,Dark pink,Jazzberry jam,#A50B5E,165,11,94,328,87.5,34.5
purple,magenta-pink,Dark moderate pink,StrongRed-Purple,#9A366B,154,54,107,328,48.1,40.8
pink,medium light magenta-pink,Very soft pink,LightHibiscus,#DF84B5,223,132,181,328,58.7,69.6
pink,magenta-pink,Moderate pink,Pink (Pantone),#D74894,215,72,148,328,64.1,56.3
pink,magenta-pink,Moderate pink,Mulberry,#C54B8C,197,75,140,328,51.3,53.3
pink,magenta-pink,Moderate pink,BrightRaspberryRose,#C7458B,199,69,139,328,53.7,52.5
purple,medium dark magenta-pink,Dark moderate pink,Boysenberry,#873260,135,50,96,328,45.9,36.3
purple,magenta-pink,Dark moderate pink,Twilight lavender,#8A496B,138,73,107,329,30.8,41.4
purple,magenta-pink,Dark moderate pink,Mystic maroon,#AD4379,173,67,121,329,44.2,47.1
purple,medium light magenta,Grayish magenta,Kobi,#C79FC4,231,159,196,329,26.3,70.2
pink,magenta-pink,Bright pink,Barbie Pink,#e94196,233,65,150,329,79.2,58.4
pink,light magenta-pink,Very soft pink,Kobi,#E79FC4,231,159,196,329,60.0,76.5
purple,medium dark magenta-pink,Dark pink,Pansy purple,#78184A,120,24,74,329,66.7,28.2
red,medium dark pink-red,Dark red,MediumTyrianPurple,#990024,97,64,81,329,100.0,30.0
pink,magenta-pink,Pure (or mostly pure) pink,Flickr Pink,#FB0081,251,0,129,329,100.0,49.2
pink,medium light pink,Soft pink,Raspberry pink,#E25098,226,80,155,329,71.6,60.0
purple,medium dark magenta-pink,Dark moderate pink,RaspberryRadiance,#82305A,130,48,90,329,46.1,34.9
purple,magenta-pink,Dark moderate pink,RoyalHeath,#AB3472,171,52,114,329,53.4,43.7
pink,magenta-pink,Moderate pink,Smitten,#C84186,200,65,134,329,55.1,52.0
pink,medium light magenta-pink,Soft pink,Crayola Magenta,#F653A6,246,83,166,329,90.1,64.5
pink,medium dark magenta-pink,Dark pink,Disco,#871550,135,21,80,329,73.1,30.6
pink,medium light magenta-pink,Soft pink,Persian pink,#F77FBE,247,127,190,329,88.2,73.3
grey,medium dark magenta-pink,Very dark grayish pink,Eggplant,#614051,97,64,81,329,20.5,31.6
pink,medium light magenta-pink,Light pink,Wild Strawberry,#FF43A4,255,67,164,329,100.0,63.1
grey,medium dark pink,Very dark desaturated pink,Eggplant,#664051,97,64,81,329,22.9,32.5
pink,magenta-pink,Bright pink,Deep cerise,#DA3287,218,50,135,330,69.4,52.5
pink,pink,Pure (or mostly pure) pink,Bright pink,#FF007F,255,0,127,330,100.0,50.0
pink,medium light magenta-pink,Bright pink,Rose bonbon,#F9429E,249,66,158,330,93.8,61.8
pink,medium light pink,Slightly desaturated pink,Wild orchid,#D470A2,212,112,162,330,53.8,63.5
grey,medium dark pink,Very dark grayish pink,Dark liver,#534B4F,83,75,79,330,5.1,31.0
brown,medium dark pink,Very dark desaturated pink,MauveWine,#5D3B4C,93,59,76,330,22.4,29.8
pink,medium light pink,Vivid pink,Crayola Wild Strawberry,#FF3399,255,51,153,330,100.0,60.0
pink,pink,Vivid pink,Barbie Pink (1999-2004),#f7238a,247,35,138,330,93.0,55.3
pink,medium light pink,Very light pink,Hotpink,#FF69B4,255,105,180,330,100.0,70.6
pink,very light pink,Light grayish pink,LightCupid,#FDE3F0,253,227,240,330,86.7,94.1
purple,medium dark pink,Dark moderate pink,VietnameseMauve,#993366,153,51,102,330,50.0,40.0
purple,medium dark magenta-pink,Dark pink,Dark raspberry,#872657,135,38,87,330,56.1,33.9
pink,light pink,Very light pink,Pale Magenta-Pink,#ff99cc,255,153,204,330,100.0,80.0
black,very dark pink,Very dark (mostly black) pink,Dark red (Kurobeni),#23191e,35,25,30,330,16.7,11.8
pink,pink,Dark moderate pink,Rouge,#A23B6C,162,59,108,331,46.6,43.3
purple,pink,Dark grayish pink,PastelViolet,#A47D90,164,125,144,331,17.6,56.7
pink,medium light pink,Very soft pink,Rosebloom,#E38FB7,227,143,183,331,60.0,72.5
pink,pink,Pure (or mostly pure) pink,Winter Sky,#FF007C,255,0,124,331,100.0,50.0
pink,medium light pink,Slightly desaturated pink,WildOrchid,#D770A2,215,112,162,331,56.3,64.1
pink,medium light pink,Bright pink,Barbie Pink (2005-2009),#fc419a,252,65,154,331,96.9,62.2
pink,light pink,Very soft pink,Lavender pink,#FBAED2,251,174,210,332,90.6,83.3
pink,medium light pink,Light pink,Brilliant rose,#FF55A3,255,85,163,332,100.0,66.7
pink,very light pink,Very soft pink,Cupid,#FBBEDA,251,190,218,332,88.4,86.5
pink,pink,Strong pink,Royal red,#d00060,208,0,96,332,100.0,40.8
red,medium dark pink,Dark pink,Rose garnet,#960145,150,1,69,332,98.7,29.6
grey,medium light pink,Grayish pink,MauveShadows,#B89CA9,184,156,169,332,16.5,66.7
purple,medium light pink,Slightly desaturated pink,Red wisteria (Benifuji),#bb7796,187,119,150,332,33.3,60.0
pink,medium light pink,Soft pink,Chinese pink,#de70a1,222,112,161,333,62.5,65.5
pink,light pink,Very soft pink,Pastel magenta,#f49ac2,244,154,194,333,80.4,78.0
grey,pink,Dark grayish pink,DuskyOrchid,#9C7687,156,118,135,333,16.1,53.7
pink,pink,Bright pink,Electric pink,#f62681,246,38,129,333,92.0,55.7
purple,pink,Mostly desaturated dark pink,MellowMauve,#99637B,153,99,123,333,21.4,49.4
pink,medium light pink,Soft pink,Barbie Pink (1990-1999),#f364a2,243,100,162,333,85.6,67.3
purple,pink,Mostly desaturated dark pink,DeepMediumRed-Violet,#A65E7E,166,94,126,333,28.8,51.0
pink,pink,Moderate pink,HibiscusPurple,#B6316C,182,49,108,333,57.6,45.3
pink,medium light pink,Soft pink,Barbie Pink (1959-1975),#e85395,232,83,149,333,76.4,61.8
pink,pink,Moderate pink,Fuchsia purple,#CC397B,204,57,123,333,59.0,51.2
pink,pink,Moderate pink,Telemagenta,#CF3476,207,52,118,334,61.8,50.8
pink,light pink,Very soft pink,Little girl pink,#f8b9d4,248,185,212,334,81.8,84.9
purple,medium dark pink,Dark pink,Violet-red,#891446,137,20,70,334,74.5,30.8
pink,pink,Moderate pink,Magenta (Pantone),#D0417E,208,65,126,334,60.3,53.5
pink,medium light pink,Bright pink,FrenchFuchsia,#FD3592,253,63,146,334,98.0,60.0
pink,light  pink,Pale pink,Carnation pink,#FFA6C9,246,166,201,334,100.0,82.5
pink,pink,Pure (or mostly pure) pink,Vivid raspberry,#ff006c,255,0,108,334,100.0,50.0
pink,very light pink,Pale pink,Cotton candy,#FFBCD9,255,188,217,334,100.0,86.9
pink,medium light pink,Bright pink,French fuchsia,#FD3F92,253,63,146,334,97.9,62.0
pink,light pink,Very soft pink,Metallic pink,#eda6c4,237,166,196,334,66.4,79.0
pink,pink,Vivid pink,BrilliantMediumMagenta,#F8227F,248,34,127,334,93.9,55.3
black,dark pink,Very dark pink,BlackRose,#67032D,103,3,45,335,94.3,20.8
pink,pink,Soft pink,LightShiraz,#DD4384,221,67,132,335,69.4,56.5
pink,pink,Soft pink,HeatherViolet,#DE4C8A,222,76,138,335,68.9,58.4
pink,medium light pink,Soft pink,CarmineRose,#DD5A91,221,90,145,335,65.8,61.0
pink,pink,Strong pink,Dogwood rose,#D71868,215,24,104,335,79.9,46.9
pink,very light pink,Pale pink,Crayola Cotton Candy,#FFB7D5,255,183,213,335,100.0,85.9
red,pink,Strong pink,Rubine red,#D10056,209,0,86,335,100.0,41.0
red,medium dark pink,Dark pink,LightRosewood,#B00049,176,0,73,335,100.0,34.5
grey,medium dark pink,Very dark grayish pink,PlumWine,#6D4C5A,109,76,90,335,17.8,36.3
pink,medium dark pink,Dark pink,DoveCherry,#B11355,177,19,85,335,80.6,38.4
pink,very light pink,Very pale pink,Mimi pink,#FFDAE9,255,218,233,336,100.0,92.7
grey,medium dark pink,Very dark grayish pink,VictoriaPlum,#704A59,112,74,89,336,20.4,36.5
grey,very light pink,Light grayish pink,Queen pink,#E8CCD7,232,204,215,336,37.8,85.5
purple,medium dark pink,Dark moderate pink,RosebudCherry,#892D52,137,45,82,336,50.5,35.7
purple,medium dark  pink,Dark moderate pink,Deep ruby,#843F5B,132,63,91,336,35.4,38.2
pink,medium light pink,Soft pink,Violet-red,#F75394,247,83,148,336,91.1,64.7
pink,pink,Bright pink,Cerise pink,#EC3B83,236,59,131,336,82.3,57.8
pink,medium light pink,Light pink,Barbie Pink (2004-2005),#ff3988,255,57,136,336,100.0,61.2
red,medium dark pink,Strong pink,BrightTyrianPurple,#B80049,184,0,73,336,100.0,36.1
purple,medium dark pink,Very dark desaturated pink,Old mauve,#673147,103,49,71,336,35.5,29.8
pink,light pink,Very soft pink,LightPaleRed-Violet,#F0B7CD,240,183,205,337,65.5,82.9
pink,pink,Strong pink,Telemagenta,#D72D6D,215,45,109,337,68.0,51.0
pink,pink,Moderate pink,Fuchsia rose,#C74375,199,67,117,337,54.1,52.2
brown,dark pink,Very dark pink,Brown Chocolate,#5f1933,95,25,51,337,58.3,23.5
